O_per,NF_per,NM_per,valency_NF,valency_NM,automic_mass,automic_vol,A_number,automic_radius,vdwall_radius,covalent_radius,element_dipole_polarizability,others,pH,Temp (Celsius),f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,rate (gm/m2/day)
0.666666667,0.333333333,0,400,0,6008.3,2248.759,3000,574,514,242,4790,0,13,20,10.116534,10.644718,7.435634,6.6518764,4.021986,18.769032,9.22236,7.084237,-1.2334231,2.6529207,0.000667311
0.649310005,0.158509963,0.192180032,159.549691,96.7203074,6306.72637,2587.835948,3138.328163,558.6886017,487.0807116,261.5185105,11488.67278,0,13,20,10.116534,10.644718,7.435634,6.6518764,4.021986,18.769032,9.22236,7.084237,-1.2334231,2.6529207,0.271777766
0.652920165,0.192439591,0.154640244,199.9995329,80.35762392,6258.631217,2531.604072,3116.068472,561.5170212,491.8118013,258.3300916,10360.19666,0,13,20,10.116534,10.644718,7.435634,6.6518764,4.021986,18.769032,9.22236,7.084237,-1.2334231,2.6529207,0.059451386
0.728455274,0.181230014,0.090314712,199.4616915,49.70017062,6967.59117,2804.380135,3455.989666,646.3857175,559.8283129,290.3281319,9841.0636,0,13,20,10.116534,10.644718,7.435634,6.6518764,4.021986,18.769032,9.22236,7.084237,-1.2334231,2.6529207,0.00987621
0.708235836,0.228459087,0.063305077,257.8290191,35.7216823,6677.215928,2638.374826,3317.916399,623.9786212,545.4162007,275.7581218,8379.358604,0,13,20,10.116534,10.644718,7.435634,6.6518764,4.021986,18.769032,9.22236,7.084237,-1.2334231,2.6529207,0.007668016
0.682563644,0.292586672,0.024849685,342.5907344,14.54829032,6275.572896,2404.997543,3127.015134,593.8413609,526.4132006,255.5036291,6241.539072,0,13,20,10.116534,10.644718,7.435634,6.6518764,4.021986,18.769032,9.22236,7.084237,-1.2334231,2.6529207,0.005823809
0.666666667,0.333333333,0,400,0,6008.3,2248.759,3000,574,514,242,4790,0,13,20,10.116534,10.644718,7.435634,6.6518764,4.021986,18.769032,9.22236,7.084237,-1.2334231,2.6529207,0.003275893
0.649310005,0.158509963,0.192180032,159.549691,96.7203074,6306.72637,2587.835948,3138.328163,558.6886017,487.0807116,261.5185105,11488.67278,0,13,20,10.116534,10.644718,7.435634,6.6518764,4.021986,18.769032,9.22236,7.084237,-1.2334231,2.6529207,0.068429759
0.652920165,0.192439591,0.154640244,199.9995329,80.35762392,6258.631217,2531.604072,3116.068472,561.5170212,491.8118013,258.3300916,10360.19666,0,13,20,10.116534,10.644718,7.435634,6.6518764,4.021986,18.769032,9.22236,7.084237,-1.2334231,2.6529207,0.018830317
0.728455274,0.181230014,0.090314712,199.4616915,49.70017062,6967.59117,2804.380135,3455.989666,646.3857175,559.8283129,290.3281319,9841.0636,0,13,20,10.116534,10.644718,7.435634,6.6518764,4.021986,18.769032,9.22236,7.084237,-1.2334231,2.6529207,0.003834008
0.708235836,0.228459087,0.063305077,257.8290191,35.7216823,6677.215928,2638.374826,3317.916399,623.9786212,545.4162007,275.7581218,8379.358604,0,13,20,10.116534,10.644718,7.435634,6.6518764,4.021986,18.769032,9.22236,7.084237,-1.2334231,2.6529207,0.003834008
0.682563644,0.292586672,0.024849685,342.5907344,14.54829032,6275.572896,2404.997543,3127.015134,593.8413609,526.4132006,255.5036291,6241.539072,0,13,20,10.116534,10.644718,7.435634,6.6518764,4.021986,18.769032,9.22236,7.084237,-1.2334231,2.6529207,0.002370776
0.666666667,0.333333333,0,400,0,6008.3,2248.759,3000,574,514,242,4790,0,13,20,10.116534,10.644718,7.435634,6.6518764,4.021986,18.769032,9.22236,7.084237,-1.2334231,2.6529207,0.001332196
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,6.68,4,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,0.059936704
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,10.4,4,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,0.030089681
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,3,20,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,0.140014081
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,6.7,20,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,0.1099244
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,10.05,20,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,0.059936704
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,3,35,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,0.679444416
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,7.13,35,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,0.410093237
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,10,35,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,0.25964483
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,2,50,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,0.929382898
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,3,50,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,0.939089246
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,5.45,50,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,0.800773776
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,6.3,50,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,0.769228142
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,8.8,50,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,0.550835294
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,3.26,70,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,3.567083184
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,6.5,70,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,1.839353098
0.593255296,0.210971914,0.195772791,239.1133948,80.55905158,6505.357121,2453.59404,3226.036357,564.7284926,516.6376677,275.2958193,14916.57001,0,8.57,70,10.524215,7.2706304,19.414476,7.424805,11.812104,5.3160768,7.2320447,11.605,16.109474,6.3537636,1.470511843
0.614702392,0.257947661,0.127349947,299.54,49,6910.962648,2619.484939,3360.11,647.0573,582.4347,290.371,11337.4395,0,6.27,30,8.079122,9.486597,35.551052,2.1620088,21.228695,25.544516,9.1394825,16.170609,6.769076,5.651657,0.001999508
0.614702392,0.257947661,0.127349947,299.54,49,6910.962648,2619.484939,3360.11,647.0573,582.4347,290.371,11337.4395,0,6.08,50,8.079122,9.486597,35.551052,2.1620088,21.228695,25.544516,9.1394825,16.170609,6.769076,5.651657,0.017010376
0.614702392,0.257947661,0.127349947,299.54,49,6910.962648,2619.484939,3360.11,647.0573,582.4347,290.371,11337.4395,0,5.8,70,8.079122,9.486597,35.551052,2.1620088,21.228695,25.544516,9.1394825,16.170609,6.769076,5.651657,0.083959917
0.614702392,0.257947661,0.127349947,299.54,49,6910.962648,2619.484939,3360.11,647.0573,582.4347,290.371,11337.4395,0,7.45,90,8.079122,9.486597,35.551052,2.1620088,21.228695,25.544516,9.1394825,16.170609,6.769076,5.651657,0.330015859
0.606060606,0.303030303,0.090909091,370,30,6179.743078,2474.31646,3060,633.4,576.7,279.2,9167,0,7.78,90,8.079122,9.486597,35.551052,2.1620088,21.228695,25.544516,9.1394825,16.170609,6.769076,5.651657,0.679444416
0.616585067,0.286719706,0.096695226,342.2,37.4,6328.242448,2565.886049,3131.6,645.499,583.498,285.267,9596.42,0,7.52,90,8.079122,9.486597,35.551052,2.1620088,21.228695,25.544516,9.1394825,16.170609,6.769076,5.651657,0.429505934
0.614702392,0.257947661,0.127349947,299.54,49,6910.962648,2619.484939,3360.11,647.0573,582.4347,290.371,11337.4395,0,7.51,30,8.079122,9.486597,35.551052,2.1620088,21.228695,25.544516,9.1394825,16.170609,6.769076,5.651657,0.01099244
0.614702392,0.257947661,0.127349947,299.54,49,6910.962648,2619.484939,3360.11,647.0573,582.4347,290.371,11337.4395,0,7.12,50,8.079122,9.486597,35.551052,2.1620088,21.228695,25.544516,9.1394825,16.170609,6.769076,5.651657,0.09293829
0.614702392,0.257947661,0.127349947,299.54,49,6910.962648,2619.484939,3360.11,647.0573,582.4347,290.371,11337.4395,0,7.07,70,8.079122,9.486597,35.551052,2.1620088,21.228695,25.544516,9.1394825,16.170609,6.769076,5.651657,0.470757917
0.614702392,0.257947661,0.127349947,299.54,49,6910.962648,2619.484939,3360.11,647.0573,582.4347,290.371,11337.4395,0,6.6,90,8.079122,9.486597,35.551052,2.1620088,21.228695,25.544516,9.1394825,16.170609,6.769076,5.651657,1.701037627
0.606060606,0.303030303,0.090909091,370,30,6179.743078,2474.31646,3060,633.4,576.7,279.2,9167,0,6.96,90,8.079122,9.486597,35.551052,2.1620088,21.228695,25.544516,9.1394825,16.170609,6.769076,5.651657,5.289960096
0.616585067,0.286719706,0.096695226,342.2,37.4,6328.242448,2565.886049,3131.6,645.499,583.498,285.267,9596.42,0,6.97,90,8.079122,9.486597,35.551052,2.1620088,21.228695,25.544516,9.1394825,16.170609,6.769076,5.651657,1.900017778
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,6.1,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.066973807
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,6.7,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.026207142
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,7.74,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.05314226
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,8.01,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.056539482
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,7.24,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.055568847
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,7.42,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.058480752
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,9.1,150,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,1.060418606
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,9.5,150,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.427079347
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,8.13,150,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.446492045
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,9.03,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,3.979603008
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,9.58,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,1.606400726
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,9.58,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,1.451099146
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,9.38,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,1.305503914
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,9.3,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.92695631
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,9.15,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.596940451
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,8.68,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.332442446
0.708992642,0.19164386,0.099363498,201.0896406,52.13047276,7419.595232,2658.554094,3594.956984,595.4820666,520.9895737,269.4146728,10607.26269,0,8.29,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.194612293
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,8.15,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.03979603
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,7.92,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.041009324
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,7.97,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.040766665
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,8.16,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.03979603
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,8.87,150,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.36398808
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.12,150,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.38097419
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.37,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,1.519043587
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.3,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,1.606400726
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.27,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,1.39528764
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.68,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,1.181747966
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.24,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,1.286091216
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.63,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,1.434113035
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.63,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,2.234886811
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.59,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,1.184174554
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.75,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.512009899
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.39,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,2.30525784
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.4,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,5.94513864
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.2,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,4.513452192
0.700534697,0.203630613,0.09583469,204.7192529,50.5047781,7180.92404,2610.053704,3495.925383,587.3563609,513.7193991,265.0349326,10090.97499,0,9.27,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,3.445753824
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.5,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.181266064
